hour_sin,hour_cos,price_current,price_avg_4h,net_load,soc,dow_sin,power_setpoint
0.0,1.0,0.06034798913082263,0.06269238273908492,16.54439955206816,0.5,0.0,42.06720975562179
0.06540312923014306,0.9978589232386035,0.06726992935685612,0.06190556892827827,9.549111403316033,0.7098771829818109,0.0,-1.0577578433270775e-06
0.13052619222005157,0.9914448613738104,0.06099085355554531,0.062043013154232565,12.72898136364706,0.1,0.0,-1.057495261016414e-06
0.19509032201612825,0.9807852804032304,0.05371202641560287,0.06265820531171998,11.790506407346577,0.9,0.0,49.99999804818152
0.25881904510252074,0.9659258262890683,0.08811430706042252,0.06346064344923952,20.14844007642975,0.1,0.0,-50.00000106554718
0.3214394653031616,0.9469301294951057,0.058586136275687185,0.06227103068531563,12.52194010611164,0.9,0.0,49.99999804775589
0.3826834323650898,0.9238795325112867,0.07494661216843589,0.06452053518792653,17.989131506923698,0.1,0.0,-50.00000106499768
0.44228869021900125,0.8968727415326884,0.05801098963735057,0.06474918469495966,27.061195485431913,0.9,0.0,49.99999804779129
0.49999999999999994,0.8660254037844387,0.04015724250865306,0.06558762965797724,22.577169267105926,0.1,0.0,49.99999804929795
0.5555702330196022,0.8314696123025452,0.03194074269177868,0.06974426181249092,12.364710858794195,0.9,0.0,49.99999804999104
0.6087614290087207,0.7933533402912352,0.06627168488333221,0.07486679209630337,12.921372642068096,0.1,0.0,-1.031898872700581e-06
0.6593458151000688,0.7518398074789774,0.07223767968400917,0.07985709011504469,17.73191795734348,0.9,0.0,-50.00000101467766
0.7071067811865475,0.7071067811865476,0.08362027525058766,0.08340854723437473,5.0,0.1,0.0,-50.000001015159114
0.7518398074789774,0.6593458151000688,0.0608369067516255,0.0869275824741721,9.827487029941123,0.9,0.0,18.150024491445325
0.7933533402912352,0.6087614290087207,0.05830840942287925,0.09241853723243992,17.95746508874245,0.1,0.0,49.99999814045839
0.8314696123025451,0.5555702330196024,0.06772633903177015,0.09953047300807631,14.254119623127083,0.9,0.0,-1.0076054253611278e-06
0.8660254037844386,0.5000000000000001,0.04775896815791603,0.10563390700037595,26.610817724402054,0.5924375767529085,0.0,49.99999814133354
0.8968727415326884,0.44228869021900125,0.06946903697212493,0.11220297660031217,11.28934407009367,0.9,0.0,-9.758269483237662e-07
0.9238795325112867,0.38268343236508984,0.07083392807534407,0.11863107174504271,8.718966082709656,0.7458425332951335,0.0,-9.454265512126014e-07
0.9469301294951056,0.3214394653031617,0.06655103661591541,0.124328858277756,9.662294468038784,0.9,0.0,-9.16134018592177e-07
0.9659258262890683,0.25881904510252074,0.06908050283764032,0.1277323869074004,15.08424322318277,0.7458425332951335,0.0,-8.884359823285861e-07
0.9807852804032304,0.19509032201612833,0.09457820831746148,0.13379924805185928,14.035021883005298,0.9,0.0,-50.00000086987576
0.9914448613738104,0.1305261922200517,0.0786050042809661,0.13691845969043237,28.38215789299163,0.7458425332951335,0.0,9.075967935613436
0.9978589232386035,0.06540312923014327,0.07142610904563186,0.13860116437471126,12.605305688846858,0.9,0.0,49.99999840844842
1.0,6.123233995736766e-17,0.10666335698087194,0.14345987198900328,21.32666738018743,0.7696332329405499,0.0,-8.26625439337943e-07
0.9978589232386035,-0.06540312923014314,0.11390122723277768,0.1452703430686494,27.055090891170714,0.9,0.0,-7.912315267482315e-07
0.9914448613738104,-0.1305261922200516,0.14611645318319355,0.1460691002455174,21.852116631942398,0.7696332329405499,0.0,-7.580242051250733e-07
0.9807852804032304,-0.1950903220161282,0.12906099359328976,0.14538657948214817,26.583641905510916,0.9,0.0,-7.238057470500995e-07
0.9659258262890683,-0.25881904510252063,0.13992483908734565,0.144802505965378,26.369439815701057,0.7696332329405499,0.0,-6.917991222372325e-07
0.9469301294951057,-0.3214394653031616,0.14869218288391062,0.14372593231329225,29.773230135883786,0.9,0.0,-29.031146413643246
0.9238795325112868,-0.3826834323650895,0.1720993818330614,0.1414322111002066,17.052730977620534,0.7696332329405499,0.0,-50.00000066858237
0.8968727415326884,-0.44228869021900113,0.1653812829085645,0.13756755211936506,31.097096481809412,0.9,0.0,-50.00000066830807
0.8660254037844387,-0.4999999999999998,0.15286408175689545,0.13303295570596868,26.170298132153935,0.7696332329405499,0.0,-50.00000066778607
0.8314696123025451,-0.5555702330196023,0.17231855928781348,0.13066740192684198,28.87307151200397,0.9,0.0,-50.00000066862004
0.7933533402912352,-0.6087614290087207,0.16199851259875672,0.12847757541769517,26.18005118691961,0.7696332329405499,0.0,-50.000000668193394
0.7518398074789774,-0.6593458151000688,0.12100749469022609,0.12465372209862294,39.20429237875195,0.9,0.0,49.99999878191292
0.7071067811865476,-0.7071067811865475,0.16615028114898178,0.12289832097809195,17.717585213444863,0.7696332329405499,0.0,-50.00000066838271
0.659345815100069,-0.7518398074789773,0.1444855945346311,0.11855818094564287,38.689953338825724,0.9,0.0,-6.605799825606361e-07
0.6087614290087209,-0.793353340291235,0.10552827922942865,0.11477282146473049,26.511228238835237,0.7696332329405499,0.0,49.999998783184616
0.5555702330196025,-0.831469612302545,0.14916543087430403,0.11463376215872491,40.04476483933914,0.9,0.0,-50.00000066768573
0.49999999999999994,-0.8660254037844387,0.13563089425520958,0.1119242549310012,38.47534607661608,0.7732466838672505,0.0,-5.73681586699867e-07
0.4422886902190017,-0.8968727415326881,0.1266813420626661,0.1102959166342925,37.50412131117419,0.9,0.0,-4.87575883278111e-07
0.3826834323650899,-0.9238795325112867,0.13519612096928615,0.11011391940326118,36.635490593157016,0.7732466838672505,0.0,-4.029073822425869e-07
0.32143946530316175,-0.9469301294951056,0.11971581732496664,0.10817703514775637,45.50093610175209,0.9,0.0,-3.177916952352824e-07
0.258819045102521,-0.9659258262890682,0.12269966065397386,0.10746170693660703,28.55158632275907,0.7732466838672505,0.0,-2.339080117759379e-07
